Author,Tag,Sentence,Length,Clean_Sentence
Jacobs,delay:withheld-info,"<delay type=""withheld-info"">“I only just thought of it,” she said, hysterically.",13,"“I only just thought of it,” she said, hysterically."
Jacobs,amb,"“You don’t know what you are saying.”

“We had the first wish granted,” said the old woman, feverishly; “why
not the second?”

<amb>“A coincidence,” stammered the old man.</amb>

“Go and get it and wish,” cried his wife, quivering with excitement.",43,"“You don’t know what you are saying.”

“We had the first wish granted,” said the old woman, feverishly; “why
not the second?”

“A coincidence,” stammered the old man.

“Go and get it and wish,” cried his wife, quivering with excitement."
Jacobs,delay:foreshadowing,"“He has been
dead ten days, and besides he—I would not tell you else,

<delay type=""foreshadowing"">but—I could only recognize him by his clothing.",27,"“He has been
dead ten days, and besides he—I would not tell you else,

but—I could only recognize him by his clothing."
Jacobs,amb,"His brow cold with
sweat, he felt his way round the table, and groped along the wall until
he found himself in the small passage with the unwholesome thing in his
hand.</delay>

<amb>Even his wife’s face seemed changed as he entered the room.",46,"His brow cold with
sweat, he felt his way round the table, and groped along the wall until
he found himself in the small passage with the unwholesome thing in his
hand.

Even his wife’s face seemed changed as he entered the room."
Jacobs,atmosphere,"<atmosphere>A stair creaked, and a squeaky mouse scurried noisily through the wall.",13,"A stair creaked, and a squeaky mouse scurried noisily through the wall."
Jacobs,delay:cliffhanger,"<delay type=""cliffhanger"">A third knock sounded through the house.</delay>

“What’s that?” cried the old woman, starting up.",20,"A third knock sounded through the house.

“What’s that?” cried the old woman, starting up."
Jacobs,amb,"<amb>“A rat,” said the old man in shaking tones—“a rat.",12,"“A rat,” said the old man in shaking tones—“a rat."
Jacobs,amb,<amb>“It’s Herbert!” she screamed.,6,“It’s Herbert!” she screamed.
Jacobs,amb,"<amb>“It’s my boy; it’s Herbert!” she cried, struggling mechanically.",12,"“It’s my boy; it’s Herbert!” she cried, struggling mechanically."
Jacobs,delay:cliffhanger,"<delay type=""cliffhanger"">A cold wind rushed up the staircase, and a long loud wail of disappointment
and misery from his wife gave him courage to run down to her side, and
then to the gate beyond.",37,"A cold wind rushed up the staircase, and a long loud wail of disappointment
and misery from his wife gave him courage to run down to her side, and
then to the gate beyond."
Dickens,amb,"One would
have thought, considering the nature of the ground, that he could not
have doubted from what quarter the voice came;

<amb>but instead of looking up to where I stood on the top of the steep cutting nearly over his head, he
turned himself about, and looked down the Line.",52,"One would
have thought, considering the nature of the ground, that he could not
have doubted from what quarter the voice came;

but instead of looking up to where I stood on the top of the steep cutting nearly over his head, he
turned himself about, and looked down the Line."
Dickens,atmosphere,"There was something
remarkable in his manner of doing so, though I could not have said for my
life what.</amb>

But I know it was remarkable enough to attract my notice,

<atmosphere>even though his figure was foreshortened and shadowed,
down in the deep trench, and mine was high above him, so steeped in the glow of an angry
sunset, that I had shaded my eyes with my hand before I saw him at all.</atmosphere>

“Halloa!",78,"There was something
remarkable in his manner of doing so, though I could not have said for my
life what.

But I know it was remarkable enough to attract my notice,

even though his figure was foreshortened and shadowed,
down in the deep trench, and mine was high above him, so steeped in the glow of an angry
sunset, that I had shaded my eyes with my hand before I saw him at all.

“Halloa!"
Dickens,amb,"<amb>Just then there came a vague vibration in the earth and air, quickly changing into
a violent pulsation, and an oncoming rush that caused me to start back,
as though it had force to draw me down.</amb>

When such vapour as rose to my height from this rapid train had passed me, and was skimming away over
the landscape, I looked down again, and saw him refurling the flag he had
shown while the train went by.",79,"Just then there came a vague vibration in the earth and air, quickly changing into
a violent pulsation, and an oncoming rush that caused me to start back,
as though it had force to draw me down.

When such vapour as rose to my height from this rapid train had passed me, and was skimming away over
the landscape, I looked down again, and saw him refurling the flag he had
shown while the train went by."
Dickens,atmosphere,"<atmosphere>The cutting was extremely deep, and unusually precipitate.",9,"The cutting was extremely deep, and unusually precipitate."
Dickens,delay:withheld-info,"It was made
through a clammy stone, that became oozier and wetter as I went down.</atmosphere>

<delay type=""withheld-info"">For these reasons, I found the way long enough to give me time to recall
a singular air of reluctance or compulsion with which he had pointed out
the path.</delay>

When I came down low enough upon the zigzag descent to see him again, I
saw that he was standing between the rails on the way by which the train
had lately passed, in an attitude as if he were waiting for me to appear.",97,"It was made
through a clammy stone, that became oozier and wetter as I went down.

For these reasons, I found the way long enough to give me time to recall
a singular air of reluctance or compulsion with which he had pointed out
the path.

When I came down low enough upon the zigzag descent to see him again, I
saw that he was standing between the rails on the way by which the train
had lately passed, in an attitude as if he were waiting for me to appear."
Dickens,amb,"<amb>His attitude was one of such expectation
and watchfulness that I stopped a moment, wondering at it.</amb>

I resumed my downward way, and stepping out upon the level of the
railroad, and drawing nearer to him, saw that he was a dark, sallow man,
with a dark beard and rather heavy eyebrows.",54,"His attitude was one of such expectation
and watchfulness that I stopped a moment, wondering at it.

I resumed my downward way, and stepping out upon the level of the
railroad, and drawing nearer to him, saw that he was a dark, sallow man,
with a dark beard and rather heavy eyebrows."
Dickens,atmosphere,"<atmosphere>His post was in as solitary
and dismal a place as ever I saw.",15,"His post was in as solitary
and dismal a place as ever I saw."
Dickens,amb,"<amb>To such purpose I spoke to him; but I am far from sure of the
terms I used;</amb>

<amb>for, besides that I am not happy in opening any
conversation, there was something in the man that daunted me.</amb>

<delay type=""withheld-info"">He directed a most curious look towards the red light near the tunnel’s
mouth, and looked all about it, as if something were missing from it, and
then looked at me.</delay>

<amb>That light was part of his charge?",87,"To such purpose I spoke to him; but I am far from sure of the
terms I used;

for, besides that I am not happy in opening any
conversation, there was something in the man that daunted me.

He directed a most curious look towards the red light near the tunnel’s
mouth, and looked all about it, as if something were missing from it, and
then looked at me.

That light was part of his charge?"
Dickens,amb,"<amb>To such purpose I spoke to him; but I am far from sure of the
terms I used;</amb>

<amb>for, besides that I am not happy in opening any
conversation, there was something in the man that daunted me.</amb>

<delay type=""withheld-info"">He directed a most curious look towards the red light near the tunnel’s
mouth, and looked all about it, as if something were missing from it, and
then looked at me.</delay>

<amb>That light was part of his charge?",87,"To such purpose I spoke to him; but I am far from sure of the
terms I used;

for, besides that I am not happy in opening any
conversation, there was something in the man that daunted me.

He directed a most curious look towards the red light near the tunnel’s
mouth, and looked all about it, as if something were missing from it, and
then looked at me.

That light was part of his charge?"
Dickens,amb,"<amb>To such purpose I spoke to him; but I am far from sure of the
terms I used;</amb>

<amb>for, besides that I am not happy in opening any
conversation, there was something in the man that daunted me.</amb>

<delay type=""withheld-info"">He directed a most curious look towards the red light near the tunnel’s
mouth, and looked all about it, as if something were missing from it, and
then looked at me.</delay>

<amb>That light was part of his charge?",87,"To such purpose I spoke to him; but I am far from sure of the
terms I used;

for, besides that I am not happy in opening any
conversation, there was something in the man that daunted me.

He directed a most curious look towards the red light near the tunnel’s
mouth, and looked all about it, as if something were missing from it, and
then looked at me.

That light was part of his charge?"
Dickens,delay:withheld-info,"<amb>To such purpose I spoke to him; but I am far from sure of the
terms I used;</amb>

<amb>for, besides that I am not happy in opening any
conversation, there was something in the man that daunted me.</amb>

<delay type=""withheld-info"">He directed a most curious look towards the red light near the tunnel’s
mouth, and looked all about it, as if something were missing from it, and
then looked at me.</delay>

<amb>That light was part of his charge?",87,"To such purpose I spoke to him; but I am far from sure of the
terms I used;

for, besides that I am not happy in opening any
conversation, there was something in the man that daunted me.

He directed a most curious look towards the red light near the tunnel’s
mouth, and looked all about it, as if something were missing from it, and
then looked at me.

That light was part of his charge?"
Dickens,amb,"Was it not?</amb>

He answered in a low voice,—“Don’t you know it is?”

<amb>The monstrous thought came into my mind, as I perused the fixed eyes and
the saturnine face, that this was a spirit, not a man.</amb>

<amb>I have speculated since, whether there may have been infection in his mind.</amb>

In my turn, I stepped back.",64,"Was it not?

He answered in a low voice,—“Don’t you know it is?”

The monstrous thought came into my mind, as I perused the fixed eyes and
the saturnine face, that this was a spirit, not a man.

I have speculated since, whether there may have been infection in his mind.

In my turn, I stepped back."
Dickens,amb,"Was it not?</amb>

He answered in a low voice,—“Don’t you know it is?”

<amb>The monstrous thought came into my mind, as I perused the fixed eyes and
the saturnine face, that this was a spirit, not a man.</amb>

<amb>I have speculated since, whether there may have been infection in his mind.</amb>

In my turn, I stepped back.",64,"Was it not?

He answered in a low voice,—“Don’t you know it is?”

The monstrous thought came into my mind, as I perused the fixed eyes and
the saturnine face, that this was a spirit, not a man.

I have speculated since, whether there may have been infection in his mind.

In my turn, I stepped back."
Dickens,amb,"<amb>“You look at me,” I said, forcing a smile, “as if you had a dread of me.”

“I was doubtful,” he returned, “whether I had seen you before.”

“Where?”

He pointed to the red light he had looked at.",40,"“You look at me,” I said, forcing a smile, “as if you had a dread of me.”

“I was doubtful,” he returned, “whether I had seen you before.”

“Where?”

He pointed to the red light he had looked at."
Dickens,delay:withheld-info,"<delay type=""withheld-info"">He had made his bed, and he lay upon it.",14,"He had made his bed, and he lay upon it."
Dickens,delay:withheld-info,"It was far
too late to make another.</delay>

<delay type=""withheld-info"">All that I have here condensed he said in a quiet manner, with his grave,
dark regards divided between me and the fire.</delay>

He threw in the word, “Sir,” from time to time, and especially when he referred to his
youth,—as though to request me to understand that he claimed to be
nothing but what I found him.",73,"It was far
too late to make another.

All that I have here condensed he said in a quiet manner, with his grave,
dark regards divided between me and the fire.

He threw in the word, “Sir,” from time to time, and especially when he referred to his
youth,—as though to request me to understand that he claimed to be
nothing but what I found him."
Dickens,amb,"In a word, I should have set this man down as one of the safest of men to
be employed in that capacity,

<amb>but for the circumstance that while he was
speaking to me he twice broke off with a fallen colour, turned his face
towards the little bell when it did NOT ring, opened the door of the hut
(which was kept shut to exclude the unhealthy damp), and looked out
towards the red light near the mouth of the tunnel.</amb>

<amb>On both of those occasions, he came back to the fire with the inexplicable air upon him
which I had remarked, without being able to define, when we were so far
asunder.</amb>

Said I, when I rose to leave him, “You almost make me think that I have
met with a contented man.”

(I am afraid I must acknowledge that I said it to lead him on.)

“I believe I used to be so,” he rejoined, in the low voice in which he
had first spoken; “but I am troubled, sir, I am troubled.”

He would have recalled the words if he could.",189,"In a word, I should have set this man down as one of the safest of men to
be employed in that capacity,

but for the circumstance that while he was
speaking to me he twice broke off with a fallen colour, turned his face
towards the little bell when it did NOT ring, opened the door of the hut
(which was kept shut to exclude the unhealthy damp), and looked out
towards the red light near the mouth of the tunnel.

On both of those occasions, he came back to the fire with the inexplicable air upon him
which I had remarked, without being able to define, when we were so far
asunder.

Said I, when I rose to leave him, “You almost make me think that I have
met with a contented man.”

(I am afraid I must acknowledge that I said it to lead him on.)

“I believe I used to be so,” he rejoined, in the low voice in which he
had first spoken; “but I am troubled, sir, I am troubled.”

He would have recalled the words if he could."
Dickens,amb,"In a word, I should have set this man down as one of the safest of men to
be employed in that capacity,

<amb>but for the circumstance that while he was
speaking to me he twice broke off with a fallen colour, turned his face
towards the little bell when it did NOT ring, opened the door of the hut
(which was kept shut to exclude the unhealthy damp), and looked out
towards the red light near the mouth of the tunnel.</amb>

<amb>On both of those occasions, he came back to the fire with the inexplicable air upon him
which I had remarked, without being able to define, when we were so far
asunder.</amb>

Said I, when I rose to leave him, “You almost make me think that I have
met with a contented man.”

(I am afraid I must acknowledge that I said it to lead him on.)

“I believe I used to be so,” he rejoined, in the low voice in which he
had first spoken; “but I am troubled, sir, I am troubled.”

He would have recalled the words if he could.",189,"In a word, I should have set this man down as one of the safest of men to
be employed in that capacity,

but for the circumstance that while he was
speaking to me he twice broke off with a fallen colour, turned his face
towards the little bell when it did NOT ring, opened the door of the hut
(which was kept shut to exclude the unhealthy damp), and looked out
towards the red light near the mouth of the tunnel.

On both of those occasions, he came back to the fire with the inexplicable air upon him
which I had remarked, without being able to define, when we were so far
asunder.

Said I, when I rose to leave him, “You almost make me think that I have
met with a contented man.”

(I am afraid I must acknowledge that I said it to lead him on.)

“I believe I used to be so,” he rejoined, in the low voice in which he
had first spoken; “but I am troubled, sir, I am troubled.”

He would have recalled the words if he could."
Dickens,delay:withheld-info,"What is your trouble?”

<delay type=""withheld-info"">“It is very difficult to impart, sir.",15,"What is your trouble?”

“It is very difficult to impart, sir."
Dickens,delay:withheld-info,"Say, when shall it
be?”

<delay type=""withheld-info"">“I go off early in the morning, and I shall be on again at ten to-morrow
night, sir.”</delay>

“I will come at eleven.”

He thanked me, and went out at the door with me.",45,"Say, when shall it
be?”

“I go off early in the morning, and I shall be on again at ten to-morrow
night, sir.”

“I will come at eleven.”

He thanked me, and went out at the door with me."
Dickens,delay:foreshadowing,"<delay type=""foreshadowing"">When you have found it, don’t call out!",12,"When you have found it, don’t call out!"
Dickens,amb,"<amb>What made you cry, ‘Halloa!",6,"What made you cry, ‘Halloa!"
Dickens,atmosphere,"<atmosphere>I walked by the side of
the down Line of rails (with a very disagreeable sensation of a train
coming behind me) until I found the path.</atmosphere>

It was easier to mount than to
descend, and I got back to my inn without any adventure.",47,"I walked by the side of
the down Line of rails (with a very disagreeable sensation of a train
coming behind me) until I found the path.

It was easier to mount than to
descend, and I got back to my inn without any adventure."
Dickens,amb,<amb>I took you for some one else yesterday evening.,10,I took you for some one else yesterday evening.
Dickens,amb,<amb>I advanced so close upon it that I wondered at its keeping the sleeve across its eyes.,18,I advanced so close upon it that I wondered at its keeping the sleeve across its eyes.
Dickens,amb,"I ran out again faster than I had run in (for I had a mortal
abhorrence of the place upon me), and I looked all round the red light
with my own red light, and I went up the iron ladder to the gallery atop
of it, and I came down again, and ran back here.</delay>

<amb>I telegraphed both ways, ‘An alarm has been given.",67,"I ran out again faster than I had run in (for I had a mortal
abhorrence of the place upon me), and I looked all round the red light
with my own red light, and I went up the iron ladder to the gallery atop
of it, and I came down again, and ran back here.

I telegraphed both ways, ‘An alarm has been given."
Dickens,amb,"Is anything wrong?’  The answer came
back, both ways, ‘All well.’”</amb>

<amb>Resisting the slow touch of a frozen finger tracing out my spine, I
showed him how that this figure must be a deception of his sense of
sight;</amb>

<delay type=""pacing>and how that figures, originating in disease of the delicate
nerves that minister to the functions of the eye, were known to have
often troubled patients, some of whom had become conscious of the nature
of their affliction, and had even proved it by experiments upon
themselves.</delay>

<atmosphere>“As to an imaginary cry,” said I, “do but listen for a
moment to the wind in this unnatural valley while we speak so low, and to
the wild harp it makes of the telegraph wires.”</atmosphere>

That was all very well, he returned, after we had sat listening for a
while, and he ought to know something of the wind and the wires,—he who
so often passed long winter nights there, alone and watching.",170,"Is anything wrong?’  The answer came
back, both ways, ‘All well.’”

Resisting the slow touch of a frozen finger tracing out my spine, I
showed him how that this figure must be a deception of his sense of
sight;

and how that figures, originating in disease of the delicate
nerves that minister to the functions of the eye, were known to have
often troubled patients, some of whom had become conscious of the nature
of their affliction, and had even proved it by experiments upon
themselves.

“As to an imaginary cry,” said I, “do but listen for a
moment to the wind in this unnatural valley while we speak so low, and to
the wild harp it makes of the telegraph wires.”

That was all very well, he returned, after we had sat listening for a
while, and he ought to know something of the wind and the wires,—he who
so often passed long winter nights there, alone and watching."
Dickens,atmosphere,"Is anything wrong?’  The answer came
back, both ways, ‘All well.’”</amb>

<amb>Resisting the slow touch of a frozen finger tracing out my spine, I
showed him how that this figure must be a deception of his sense of
sight;</amb>

<delay type=""pacing>and how that figures, originating in disease of the delicate
nerves that minister to the functions of the eye, were known to have
often troubled patients, some of whom had become conscious of the nature
of their affliction, and had even proved it by experiments upon
themselves.</delay>

<atmosphere>“As to an imaginary cry,” said I, “do but listen for a
moment to the wind in this unnatural valley while we speak so low, and to
the wild harp it makes of the telegraph wires.”</atmosphere>

That was all very well, he returned, after we had sat listening for a
while, and he ought to know something of the wind and the wires,—he who
so often passed long winter nights there, alone and watching.",170,"Is anything wrong?’  The answer came
back, both ways, ‘All well.’”

Resisting the slow touch of a frozen finger tracing out my spine, I
showed him how that this figure must be a deception of his sense of
sight;

and how that figures, originating in disease of the delicate
nerves that minister to the functions of the eye, were known to have
often troubled patients, some of whom had become conscious of the nature
of their affliction, and had even proved it by experiments upon
themselves.

“As to an imaginary cry,” said I, “do but listen for a
moment to the wind in this unnatural valley while we speak so low, and to
the wild harp it makes of the telegraph wires.”

That was all very well, he returned, after we had sat listening for a
while, and he ought to know something of the wind and the wires,—he who
so often passed long winter nights there, alone and watching."
Dickens,delay:foreshadowing,"I asked his pardon, and he slowly added these words, touching my arm,—

<delay type=""foreshadowing"">“Within six hours after the Appearance, the memorable accident on this
Line happened, and within ten hours the dead and wounded were brought
along through the tunnel over the spot where the figure had stood.”</delay>

A disagreeable shudder crept over me, but I did my best against it.",65,"I asked his pardon, and he slowly added these words, touching my arm,—

“Within six hours after the Appearance, the memorable accident on this
Line happened, and within ten hours the dead and wounded were brought
along through the tunnel over the spot where the figure had stood.”

A disagreeable shudder crept over me, but I did my best against it."
Dickens,amb,"Six or seven months
passed, and I had recovered from the surprise and shock, when one
morning, as the day was breaking,

<amb>I, standing at the door, looked towards
the red light, and saw the spectre again.”  He stopped, with a fixed look
at me.",46,"Six or seven months
passed, and I had recovered from the surprise and shock, when one
morning, as the day was breaking,

I, standing at the door, looked towards
the red light, and saw the spectre again.”  He stopped, with a fixed look
at me."
Dickens,delay:foreshadowing,"Nothing came of this?”

He touched me on the arm with his forefinger twice or thrice giving a
ghastly nod each time:—

<delay type=""foreshadowing"">“That very day, as a train came out of the tunnel, I noticed, at a
carriage window on my side, what looked like a confusion of hands and
heads, and something waved.",57,"Nothing came of this?”

He touched me on the arm with his forefinger twice or thrice giving a
ghastly nod each time:—

“That very day, as a train came out of the tunnel, I noticed, at a
carriage window on my side, what looked like a confusion of hands and
heads, and something waved."
Dickens,atmosphere,"<atmosphere>The wind and the wires took up the story with a long lamenting
wail.</atmosphere>

He resumed.",18,"The wind and the wires took up the story with a long lamenting
wail.

He resumed."
Dickens,amb,"<amb>“Now, sir, mark this, and judge how my mind is troubled.",12,"“Now, sir, mark this, and judge how my mind is troubled."
Dickens,amb,<amb>“I have no peace or rest for it.,9,“I have no peace or rest for it.
Dickens,amb,"<amb>My eyes were on the bell, and my ears were open to the bell, and if I am a living man, it
did NOT ring at those times.",29,"My eyes were on the bell, and my ears were open to the bell, and if I am a living man, it
did NOT ring at those times."
Dickens,amb,"<amb>“Do you see it?” I asked him, taking particular note of his face.",14,"“Do you see it?” I asked him, taking particular note of his face."
Dickens,amb,"<amb>“By this time you will fully understand, sir,” he said, “that what
troubles me so dreadfully is the question, What does the spectre mean?”</amb>

I was not sure, I told him, that I did fully understand.",38,"“By this time you will fully understand, sir,” he said, “that what
troubles me so dreadfully is the question, What does the spectre mean?”

I was not sure, I told him, that I did fully understand."
Dickens,amb,"<amb>“What is its warning against?” he said, ruminating, with his eyes on the
fire, and only by times turning them on me.",23,"“What is its warning against?” he said, ruminating, with his eyes on the
fire, and only by times turning them on me."
Dickens,delay:foreshadowing,"There is danger overhanging somewhere on the Line.</amb>

<delay type=""foreshadowing"">Some dreadful calamity will happen.",17,"There is danger overhanging somewhere on the Line.

Some dreadful calamity will happen."
Dickens,delay:withheld-info,"<delay type=""withheld-info"">“If I telegraph Danger, on either side of me, or on both, I can give no
reason for it,” he went on, wiping the palms of his hands.",32,"“If I telegraph Danger, on either side of me, or on both, I can give no
reason for it,” he went on, wiping the palms of his hands."
Dickens,atmosphere,"What else could they do?”

<atmosphere>His pain of mind was most pitiable to see.",15,"What else could they do?”

His pain of mind was most pitiable to see."
Dickens,delay:withheld-info,"Let them keep her at home’?</delay>

<delay type=""withheld-info"">If it came, on those two occasions,
only to show me that its warnings were true, and so to prepare me for the
third, why not warn me plainly now?<delay>

And I, Lord help me!",47,"Let them keep her at home’?

If it came, on those two occasions,
only to show me that its warnings were true, and so to prepare me for the
third, why not warn me plainly now?

And I, Lord help me!"
Dickens,amb,"<amb>Therefore, setting aside all question of reality or unreality
between us, I represented to him that whoever thoroughly discharged his
duty must do well, and that at least it was his comfort that he
understood his duty, though he did not understand these confounding
Appearances.</amb>

In this effort I succeeded far better than in the attempt
to reason him out of his conviction.",65,"Therefore, setting aside all question of reality or unreality
between us, I represented to him that whoever thoroughly discharged his
duty must do well, and that at least it was his comfort that he
understood his duty, though he did not understand these confounding
Appearances.

In this effort I succeeded far better than in the attempt
to reason him out of his conviction."
Dickens,amb,"<atmosphere>That I more than once looked back at the red light as I ascended the
pathway, that I did not like the red light, and that I should have slept
but poorly if my bed had been under it, I see no reason to conceal.</atmosphere>

<amb>Nor did I like the two sequences of the accident and the dead girl.",62,"That I more than once looked back at the red light as I ascended the
pathway, that I did not like the red light, and that I should have slept
but poorly if my bed had been under it, I see no reason to conceal.

Nor did I like the two sequences of the accident and the dead girl."
Dickens,atmosphere,"<atmosphere>That I more than once looked back at the red light as I ascended the
pathway, that I did not like the red light, and that I should have slept
but poorly if my bed had been under it, I see no reason to conceal.</atmosphere>

<amb>Nor did I like the two sequences of the accident and the dead girl.",62,"That I more than once looked back at the red light as I ascended the
pathway, that I did not like the red light, and that I should have slept
but poorly if my bed had been under it, I see no reason to conceal.

Nor did I like the two sequences of the accident and the dead girl."
Dickens,delay:cliffhanger,"<delay type=""cliffhanger"">I cannot describe the thrill that seized upon me, when, close at the mouth of the
tunnel, I saw the appearance of a man, with his left sleeve across his
eyes, passionately waving his right arm.</delay>

The nameless horror that oppressed me passed in a moment, for in a moment
I saw that this appearance of a man was a man indeed, and that there was
a little group of other men, standing at a short distance, to whom he
seemed to be rehearsing the gesture he made.",92,"I cannot describe the thrill that seized upon me, when, close at the mouth of the
tunnel, I saw the appearance of a man, with his left sleeve across his
eyes, passionately waving his right arm.

The nameless horror that oppressed me passed in a moment, for in a moment
I saw that this appearance of a man was a man indeed, and that there was
a little group of other men, standing at a short distance, to whom he
seemed to be rehearsing the gesture he made."
Dickens,delay:withheld-info,"<delay type=""withheld-info"">With an irresistible sense that something was wrong,—with a flashing
self-reproachful fear that fatal mischief had come of my leaving the man
there, and causing no one to be sent to overlook or correct what he
did,—I descended the notched path with all the speed I could make.</delay>

“What is the matter?” I asked the men.",64,"With an irresistible sense that something was wrong,—with a flashing
self-reproachful fear that fatal mischief had come of my leaving the man
there, and causing no one to be sent to overlook or correct what he
did,—I descended the notched path with all the speed I could make.

“What is the matter?” I asked the men."
Dickens,amb,"“Signal-man killed this morning, sir.”

“Not the man belonging to that box?”

“Yes, sir.”

“Not the man I know?”

<amb>“You will recognise him, sir, if you knew him,” said the man who spoke
for the others, solemnly uncovering his own head, and raising an end of
the tarpaulin, “for his face is quite composed.”</amb>

“O, how did this happen, how did this happen?” I asked, turning from one
to another as the hut closed in again.",79,"“Signal-man killed this morning, sir.”

“Not the man belonging to that box?”

“Yes, sir.”

“Not the man I know?”

“You will recognise him, sir, if you knew him,” said the man who spoke
for the others, solemnly uncovering his own head, and raising an end of
the tarpaulin, “for his face is quite composed.”

“O, how did this happen, how did this happen?” I asked, turning from one
to another as the hut closed in again."
Dickens,delay:foreshadowing,"<delay type=""foreshadowing"">As he didn’t seem to take heed of the whistle, I shut it off when we were running down upon
him, and called to him as loud as I could call.”</delay>

“What did you say?”

“I said, ‘Below there!",44,"As he didn’t seem to take heed of the whistle, I shut it off when we were running down upon
him, and called to him as loud as I could call.”

“What did you say?”

“I said, ‘Below there!"
Dickens,amb,"For God’s sake, clear the
way!’”

<amb>I started.",10,"For God’s sake, clear the
way!’”

I started."
Dickens,amb,"I
put this arm before my eyes not to see, and I waved this arm to the last;
but it was no use.”</amb>

Without prolonging the narrative to dwell on any one of its curious
circumstances more than on any other,

<amb>I may, in closing it, point out the
coincidence that the warning of the Engine-Driver included, not only the
words which the unfortunate Signal-man had repeated to me as haunting
him,<amb>

<delay type=""withheld-info"">but also the words which I myself—not he—had attached, and that only
in my own mind, to the gesticulation he had imitated.</delay>
</text>",107,"I
put this arm before my eyes not to see, and I waved this arm to the last;
but it was no use.”

Without prolonging the narrative to dwell on any one of its curious
circumstances more than on any other,

I may, in closing it, point out the
coincidence that the warning of the Engine-Driver included, not only the
words which the unfortunate Signal-man had repeated to me as haunting
him,

but also the words which I myself—not he—had attached, and that only
in my own mind, to the gesticulation he had imitated."
Dickens,amb,"I
put this arm before my eyes not to see, and I waved this arm to the last;
but it was no use.”</amb>

Without prolonging the narrative to dwell on any one of its curious
circumstances more than on any other,

<amb>I may, in closing it, point out the
coincidence that the warning of the Engine-Driver included, not only the
words which the unfortunate Signal-man had repeated to me as haunting
him,<amb>

<delay type=""withheld-info"">but also the words which I myself—not he—had attached, and that only
in my own mind, to the gesticulation he had imitated.</delay>
</text>",107,"I
put this arm before my eyes not to see, and I waved this arm to the last;
but it was no use.”

Without prolonging the narrative to dwell on any one of its curious
circumstances more than on any other,

I may, in closing it, point out the
coincidence that the warning of the Engine-Driver included, not only the
words which the unfortunate Signal-man had repeated to me as haunting
him,

but also the words which I myself—not he—had attached, and that only
in my own mind, to the gesticulation he had imitated."
Dickens,delay:withheld-info,"I
put this arm before my eyes not to see, and I waved this arm to the last;
but it was no use.”</amb>

Without prolonging the narrative to dwell on any one of its curious
circumstances more than on any other,

<amb>I may, in closing it, point out the
coincidence that the warning of the Engine-Driver included, not only the
words which the unfortunate Signal-man had repeated to me as haunting
him,<amb>

<delay type=""withheld-info"">but also the words which I myself—not he—had attached, and that only
in my own mind, to the gesticulation he had imitated.</delay>
</text>",107,"I
put this arm before my eyes not to see, and I waved this arm to the last;
but it was no use.”

Without prolonging the narrative to dwell on any one of its curious
circumstances more than on any other,

I may, in closing it, point out the
coincidence that the warning of the Engine-Driver included, not only the
words which the unfortunate Signal-man had repeated to me as haunting
him,

but also the words which I myself—not he—had attached, and that only
in my own mind, to the gesticulation he had imitated."
Poe,amb,"<text>
<atmosphere>During the whole of a dull, dark, and soundless day in the
autumn of the year, when the clouds hung oppressively low in the
heavens, I had been passing alone, on horseback, through a
singularly dreary tract of country; and at length found myself,
as the shades of the evening drew on, within view of the
melancholy House of Usher.</atmosphere>

<amb>I know not how it was--but, with the
first glimpse of the building, a sense of insufferable gloom
pervaded my spirit.</amb>

<amb>I say insufferable; for the feeling was
unrelieved by any of that half-pleasureable, because poetic,
sentiment, with which the mind usually receives even the sternest
natural images of the desolate or terrible.</amb>

I looked upon the
scene before me--upon the mere house, and the simple landscape
features of the domain--

<atmosphere>upon the bleak walls--upon the vacant
eye-like windows--upon a few rank sedges--and upon a few white
trunks of decayed trees</atmosphere>

--with an utter depression of soul which I
can compare to no earthly sensation more properly than to the
after-dream of the reveller upon opium--the bitter lapse into
everyday life--the hideous dropping off of the veil.",206,"During the whole of a dull, dark, and soundless day in the
autumn of the year, when the clouds hung oppressively low in the
heavens, I had been passing alone, on horseback, through a
singularly dreary tract of country; and at length found myself,
as the shades of the evening drew on, within view of the
melancholy House of Usher.

I know not how it was--but, with the
first glimpse of the building, a sense of insufferable gloom
pervaded my spirit.

I say insufferable; for the feeling was
unrelieved by any of that half-pleasureable, because poetic,
sentiment, with which the mind usually receives even the sternest
natural images of the desolate or terrible.

I looked upon the
scene before me--upon the mere house, and the simple landscape
features of the domain--

upon the bleak walls--upon the vacant
eye-like windows--upon a few rank sedges--and upon a few white
trunks of decayed trees

--with an utter depression of soul which I
can compare to no earthly sensation more properly than to the
after-dream of the reveller upon opium--the bitter lapse into
everyday life--the hideous dropping off of the veil."
